"Id","Institution","Job title","AOS","AOC","Job type","Start time","Contract type","Deadline","How to apply","Date posted","PhilJobs page","Info link","Application link"
"15290","University of Bristol","Research Associate - Epistemic Utility for Imprecise Probability x 2","Epistemic Utility for Imprecise Probability ","epistemology, decision theory","Postdoc or similar","1 September 2020","Tenured, continuing or permanent","2020-04-26","Online","2020-03-31","http://philjobs.org/job/show/15290","http://www.bristol.ac.uk/jobs/find/details.html?nPostingID=68054&nPostingTargetID=184174&option=28&sort=DESC&respnr=2&ID=Q50FK026203F3VBQBV7V77V83&Resultsperpage=10&lg=UK&mask=uobext","http://www.bristol.ac.uk/jobs/find/details.html?nPostingID=68054&nPostingTargetID=184174&option=28&sort=DESC&respnr=2&ID=Q50FK026203F3VBQBV7V77V83&Resultsperpage=10&lg=UK&mask=uobext"
"15278","Tilburg University","Assistant Professor","Open","social philosophy and ethics ","Junior faculty","Negotiable, August 1st 2020 Preferred. ","Fixed term","2020-04-20","Online","2020-03-27","http://philjobs.org/job/show/15278","https://tiu.nu/16684","https://tiu.nu/16684"
"15282","Tilburg University","Assistant Professor","Open","moral psychology, philosophy of mind, political philosophy","Junior faculty","August 1st 2020 (Preferably)","Fixed term","2020-04-20","Online","2020-03-28","http://philjobs.org/job/show/15282","https://career5.successfactors.eu/career?career%5fns=job%5flisting&company=S003974031P&navBarLevel=JOB%5fSEARCH&rcm%5fsite%5flocale=nl%5fNL&career_job_req_id=16684&selected_lang=nl_NL&jobAlertController_jobAlertId=&jobAlertController_jobAlertName=&_s.crb=XI9eC8oPnOpeMt3StzjhOq2Lhqg%3d","https://tiu.nu/16684"
"15262","University of Tartu","Visiting Lecturer","Philosophy and Ethics of AI, Epistemology, Philosophy of Language, Philosophy of Mind","Open","Visiting fellowship / Professorship","September 1, 2020","Fixed term","2020-04-27","Email","2020-03-25","http://philjobs.org/job/show/15262","",""
"15266","University College Dublin","Post-Doctoral Research Fellow PD1","Social Epistemology ","Open","Postdoc or similar","August / September, 2020. End date: January 30 2023","Fixed term","2020-04-30","Online","2020-03-25","http://philjobs.org/job/show/15266","https://peritia-trust.eu","https://www.ucd.ie/workatucd/jobs/"
"15270","Tulane University","Visiting Assistant Professor of Philosophy","Applied Ethics, especially Environmental Ethics, Medical Ethics or Technology Ethics","Ability to Teach Expository Writing Courses Related to Areas of Specialization","Junior faculty","July 1, 2020","Fixed term","2020-04-15","Online","2020-03-26","http://philjobs.org/job/show/15270","http://apply.interfolio.com/74948","http://apply.interfolio.com/74948"
"15274","University of Tampere","Assistant or Associate Professor","Open","Ethics or Epistemology or both","Faculty (open rank)","1.1.2021 (negotiable)","Tenure-track or similar","2020-05-07","Online","2020-03-26","http://philjobs.org/job/show/15274","https://tuni.rekrytointi.com/paikat/?o=A_A&jid=532&fbclid=IwAR2WyFNQRkNDUjhWuCLGTQwZyDP5xaOgVuZ5kgJCdzQk9pMXKYRd9ZbKnk4","https://tuni.rekrytointi.com/paikat/?o=A_A&jid=532&fbclid=IwAR2WyFNQRkNDUjhWuCLGTQwZyDP5xaOgVuZ5kgJCdzQk9pMXKYRd9ZbKnk4"
"15254","Georgetown University","Martin Chair of Medieval Philosophy","Medieval Philosophy","Open","Senior faculty","Fall 2021","Tenured, continuing or permanent","2020-04-30 (soft)","Online","2020-03-23","http://philjobs.org/job/show/15254","https://philosophy.georgetown.edu/","https://georgetown.wd1.myworkdayjobs.com/en-US/Georgetown_Faculty/job/Main-Campus/Martin-Chair-in-Medieval-Philosophy_JR08760"
"15258","University of Illinois, Urbana-Champaign","Lecturer","Ancient Philosophy","Open","Junior faculty","August 16, 2020","Fixed term","2020-04-17","Online","2020-03-23","http://philjobs.org/job/show/15258","http://www.philosophy.illinois.edu","https://jobs.illinois.edu/academic-job-board/job-details?jobID=130857&job=college-of-liberal-arts-sciences-lecturer-ancient-philosophy-department-of-philosophy-130857"
"15250","Wesleyan University","Visiting Assistant Professor of Philosophy","Philosophy of Race","Open","Junior faculty","September 1, 2020","Fixed term","2020-04-20","Online","2020-03-20","http://philjobs.org/job/show/15250","http://careers.wesleyan.edu/postings/7317","http://careers.wesleyan.edu/postings/7317"
"15246","Florida Gulf Coast University","Visiting Assistant Professor *CANCELLED*","Open, but 19th-20th Century European Philosophy preferred","Ethics, Philosophy of Law","Visiting fellowship / Professorship","August 7, 2020","Fixed term","2020-04-30 (soft)","Online","2020-03-20","http://philjobs.org/job/show/15246","https://jobs.fgcu.edu/postings/8791","https://jobs.fgcu.edu/postings/8791"
"15238","University of Colorado, Boulder","Scholar in Residence","Moral, Social, Political, and Legal Philosophy (including applied work in these areas) ","Open","Postdoc or similar","August 1, 2020","Fixed term","2020-05-01 (soft)","Email","2020-03-18","http://philjobs.org/job/show/15238","",""
"15242","State University of New York at Geneseo","Visiting Assistant Professor","social, political, and/or legal philosophy","Ability to teach in the area of philosophy of race and/or global philosophy and/or gender is strongly desired, but not required. ","Visiting fellowship / Professorship","Fall 2020","Fixed term","2020-04-16 (soft)","Online","2020-03-19","http://philjobs.org/job/show/15242","","https://jobs.geneseo.edu/postings/3099"
"15234","University of Central Florida","CANCELED: Lecturer in Philosophy","Open","Open","Junior faculty","August 8, 2020","Tenured, continuing or permanent","2020-04-09","Online","2020-03-16","http://philjobs.org/job/show/15234","https://www.ucf.edu/jobs/","https://jobs.ucf.edu/en-us/job/499060/lecturer-in-philosophy"
"15230","McDaniel College","Visiting Professor of Philosophy (open rank) ","Philosophy of Race/Critical Race Theory","Value Theory or Social/Political Philosophy","Visiting fellowship / Professorship","","Fixed term","2020-03-25 (soft)","Online","2020-03-16","http://philjobs.org/job/show/15230","https://www.mcdaniel.edu/","http://mcdaniel.interviewexchange.com/candapply.jsp?JOBID=121843&"
"15218","University of Waterloo","Definite Term Lecturer","Must be able to teach interdisciplinary courses in Cognitive Science","The department has teaching needs in philosophy of mind, philosophy of science, biomedical ethics, and philosophy of law. ","Junior faculty","August 1, 2020","Fixed term","2020-04-17","Online","2020-03-13","http://philjobs.org/job/show/15218","","https://ofas.uwaterloo.ca/job-details/4"
"15222","Loyola Marymount University","Visiting Assistant Professor","Open","Open","Visiting fellowship / Professorship","August 15, 2020","Fixed term","2020-04-15","Online","2020-03-13","http://philjobs.org/job/show/15222","","http://jobs.lmu.edu"
"15226","Georgetown University","Director, Kennedy Institute of Ethics","Ethics","Open","Senior faculty","","Tenured, continuing or permanent","---","Online","2020-03-14","http://philjobs.org/job/show/15226","https://www.imsearch.com/search-detail/S7-439","https://www.imsearch.com/search-detail/S7-439"
"15214","Arkansas State University","Instructor 9 Mo of Philosophy - F00397","Open","Open","Faculty (open rank)","","Tenured, continuing or permanent","2020-04-12","Online","2020-03-13","http://philjobs.org/job/show/15214","http://www.astate.edu","https://cho.tbe.taleo.net/cho01/ats/careers/v2/viewRequisition?org=ARKASTAT2&cws=40&rid=25227"
"15206","Tsinghua University, Beijing ","Shuimu Tsinghua Scholar","Western Philosophy, Chinese Philosophy, Marxist Philosophy, Logic, Ethics, Philosophy of Science, Philosophy of Religion, Aesthetics","Open","Postdoc or similar","September 2020 or March 2021","Fixed term","2020-04-20 (soft)","Email","2020-03-12","http://philjobs.org/job/show/15206","http://postdoctor.tsinghua.edu.cn/info/zxtz/1777",""
"15210","Tulane University","Visiting Assistant Professor","Philosophy of Psychology/Cognitive Studies","Ability to teach expository writing classes related to philosophical specialty.","Visiting fellowship / Professorship","July 1, 2020","Fixed term","2020-04-10","Online","2020-03-13","http://philjobs.org/job/show/15210","https://apply.interfolio.com/74629","https://apply.interfolio.com/74629"
"15194","Delft University of Technology","Fully Funded PhD Position Ethics of Technology","Open","Open","Graduate fellowship","September 1st 2020 (earlier starting date may be considered)","Fixed term","2020-03-31","Email","2020-03-12","http://philjobs.org/job/show/15194","http://esdt.nl",""
"15198","Technical University Delft","Fully Funded PhD Position Ethics of Technology","Open","Open","Graduate fellowship","September 1st 2020 (earlier starting date may be considered)","Fixed term","2020-03-31","Email","2020-03-12","http://philjobs.org/job/show/15198","http://esdt.nl",""
"15202","University of Groningen","Assistant Professor History of Philosophy (0.8 FTE)","History of Philosophy","Open","Junior faculty","September 2020 or as soon as possible thereafter","Tenured, continuing or permanent","2020-04-20","Online","2020-03-12","http://philjobs.org/job/show/15202","https://www.rug.nl/about-us/work-with-us/job-opportunities/?details=00347-02S0007NDP","https://www.rug.nl/about-us/work-with-us/job-opportunities/?details=00347-02S0007NDP"
"15190","University of Illinois","Teaching Assistant Professor","logic or formal philosophy","logic","Junior faculty","August 16, 2020","Fixed term","2020-03-30","Online","2020-03-11","http://philjobs.org/job/show/15190","http://www.philosophy.illinois.edu","https://jobs.illinois.edu/academic-job-board/job-details?jobID=129587&job=college-of-liberal-arts-sciences-teaching-assistant-professor-department-of-philosophy"
"15178","University of Birmingham","Senior Lecturer in Philosophy of Religion","Philosophy of Religion","Open","Senior faculty","1 September 2020","Tenured, continuing or permanent","2020-04-15","Online","2020-03-11","http://philjobs.org/job/show/15178","https://bham.taleo.net/careersection/external/jobdetail.ftl?job=2000015B&tz=GMT%2B00%3A00&tzname=Europe%2FLondon","https://bham.taleo.net/careersection/external/jobdetail.ftl?job=2000015B&tz=GMT%2B00%3A00&tzname=Europe%2FLondon"
"15182","University of Birmingham [UK]","Post-Doctoral Research Fellow in Philosophy of Religion (33 months)","Jewish, Hindu, or Islamic Philosophy of Religion","Open","Postdoc or similar","1 September 2020","Fixed term","2020-04-07","Online","2020-03-11","http://philjobs.org/job/show/15182","https://www.global-philosophy.org/vacancies","https://bham.taleo.net/careersection/external/jobsearch.ftl?lang=en&portal=101430233"
"15174","University of Toronto","Postdoctoral Researcher – Social Cognition","Philosophy of Cognitive Science, Philosophy of Mind, Epistemology","Social Cognition","Postdoc or similar","September 1, 2020","Fixed term","---","Email","2020-03-10","http://philjobs.org/job/show/15174","http://www.philosophy.utoronto.ca/",""
"15170","Brandeis University","Visiting Assistant Professor of Philosophy, 2020-2022","Epistemology or History of Philosophy","Open, but the department needs an instructor for intro to ethics in AY 20-21","Junior faculty","August 2020","Fixed term","2020-04-10","Online","2020-03-09","http://philjobs.org/job/show/15170","","https://academicjobsonline.org/ajo/jobs/16168"
"15158","Oakland University","Assistant or Associate Professor","Social epistemology and/or socially engaged philosophy of science","Logic, Feminist/Intersectional Philosophy, and Applied Ethics (especially Ethics in Science and Engineering)","Faculty (open rank)","7/15/2020","Contract type open","---","See ad","2020-03-06","http://philjobs.org/job/show/15158","","http://jobs.oakland.edu/postings/18859"
"15162","University of Notre Dame","University of Notre Dame Technology Ethics Fellowship","Open, but eligibility requires research project related to technology ethics and the nature of trust","Open","Visiting fellowship / Professorship","","Fixed term","2020-04-01 (soft)","Online","2020-03-06","http://philjobs.org/job/show/15162","","https://apply.interfolio.com/74920"
"15166","Western Governors University","Course Instructor, Philosophy/Critical Thinking-General Education","Open","Open","Junior faculty","","Tenured, continuing or permanent","2020-03-27 (soft)","Online","2020-03-06","http://philjobs.org/job/show/15166","http://www.WGU.edu","https://wgu.wd5.myworkdayjobs.com/en-US/External/job/Home-Office/Course-Instructor-I--Critical-Thinking-Gen-Ed_JR-003759"
"15150","Rice University","Lecturer in Cognitive Sciences","Open","Open","Junior faculty","July 1, 2020","Fixed term","2020-04-10","Online","2020-03-06","http://philjobs.org/job/show/15150","https://cogsci.rice.edu","https://jobs.rice.edu/postings/23214"
"15146","Georgetown University","Professor and McDevitt Chair in Digital Ethics","Ethics, Applied Ethics","Ethics, Normative Ethics, Applied Ethics, Social and Political Philosophy, Philosophy of Computing","Senior faculty","","Tenured, continuing or permanent","---","Online","2020-03-06","http://philjobs.org/job/show/15146","https://georgetown.wd1.myworkdayjobs.com/Georgetown_Faculty/job/Main-Campus/Professor---McDevitt-Chair-in-Digital-Ethics_JR08697-1?shared_id=50864b7d-c184-44bb-912e-b2ae6c954f88","https://georgetown.wd1.myworkdayjobs.com/Georgetown_Faculty/job/Main-Campus/Professor---McDevitt-Chair-in-Digital-Ethics_JR08697-1?shared_id=50864b7d-c184-44bb-912e-b2ae6c954f88"
"15142","Western University","Postdoctoral Associate","Value Theory, Ethics, Social and Political Philosophy, and Feminist Philosophy","Value Theory, Ethics, Social and Political Philosophy, Feminist Philosophy, and Philosophy of Science","Postdoc or similar","September 1, 2020","Fixed term","2020-03-30 (soft)","Email","2020-03-06","http://philjobs.org/job/show/15142","https://www.uwo.ca/philosophy/about/jobs.html",""
"15138","Duke Kunshan University","Lecturer/Senior Lecturer Position in Philosophy, Politics, and Economics (PPE)","Open","Philosophy, Politics and Economics (PPE)","Faculty (open rank)","","Tenure-track or similar","2020-04-01 (soft)","Online","2020-03-05","http://philjobs.org/job/show/15138","https://academicjobsonline.org/ajo/jobs/16104","https://academicjobsonline.org/ajo/jobs/16104"
